event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag
AE00616,C0340,O00578,2025-04-08 21:34:00,delivery_instruction_update,S42991,Android,south,569,1
AE00617,C0131,,2025-07-21 05:36:00,chat_opened,S95435,iOS,central,770,1
AE00618,C0058,O01053,2025-05-14 10:54:00,track_order,S64470,iOS,north,294,1
AE00619,C0279,O00904,2024-03-14 15:05:00,cancel_attempt,S29439,iOS,west,551,1
AE00620,C0017,O01083,2025-08-02 12:06:00,track_order,S69072,Android,north,448,1
AE00621,C0141,O01114,2025-10-30 17:01:00,delivery_instruction_update,S54683,Android,east,778,1
AE00622,C0052,,2024-05-31 16:42:00,eta_refresh,S48972,iOS,north,440,1
AE00623,C0168,O00809,2025-01-04 07:15:00,track_order,S80005,Android,airport,444,1
AE00624,C0214,O00374,2025-06-27 06:15:00,delivery_instruction_update,S81380,iOS,airport,1285,1
AE00625,C0650,O00427,2024-08-18 13:02:00,search_route,S41166,Android,south,333,1
AE00626,C0159,O00492,2024-09-29 13:26:00,track_order,S38639,Android,west,414,1
AE00627,C0357,,2024-11-25 02:30:00,search_route,S10635,Web,north,225,1
AE00628,C0264,O00101,2025-05-06 06:56:00,eta_refresh,S90532,Android,east,462,1
AE00629,C0412,O01113,2025-08-29 10:33:00,track_order,S17041,Android,west,211,1
AE00630,C0161,O00372,2025-06-18 06:26:00,chat_opened,S53370,iOS,south,60,1
AE00631,C0106,O00340,2024-04-03 16:30:00,chat_escalated,S75165,iOS,south,313,1
AE00632,C0459,O00658,2024-10-03 01:10:00,chat_opened,S57477,Android,south,283,1
AE00633,C0298,O00533,2024-07-22 05:38:00,delivery_instruction_update,S42849,Web,north,242,1
AE00634,C0240,,2024-02-13 14:15:00,chat_escalated,S33275,Android,riverside,398,0
AE00635,C0175,O00485,2025-09-04 14:17:00,delivery_instruction_update,S65669,iOS,north,245,1
AE00636,C0431,O00575,2025-12-07 01:24:00,chat_opened,S12829,Web,south,172,1
AE00637,C0550,O01112,2024-05-22 07:43:00,search_route,S63179,Web,central,535,1
AE00638,C0184,O01227,2024-09-08 23:22:00,eta_refresh,S73176,Android,east,758,1
AE00639,C0191,O00991,2025-01-06 07:47:00,eta_refresh,S77218,Android,central,223,1
AE00640,C0182,,2025-04-15 23:12:00,track_order,S76489,iOS,central,449,1
